"나이","성별","키_cm","몸무게_kg","앉아서앞으로구부리기_cm","윗몸일으키기","멀리뛰기","등급","bmr"
55,0,167.4,55.8,20.3,48,219,"A",1233.5
25,1,169.3,65.3,25.6,55,169,"A",1469.1
61,0,172.3,69.1,10.3,34,168,"B",1341.8
30,1,156.1,50.2,23.4,35,183,"A",1276.9
23,0,171.3,80.4,20.8,53,224,"D",1627.1
28,0,179.5,73.9,23.3,39,217,"C",1555.9
56,1,160.8,48.4,20.9,14,137,"C",1145.9
21,1,155.8,53.7,14,31,174,"C",1352.3
28,0,178.1,65.5,12,38,150,"D",1472.8
23,0,172.5,72.8,14.1,55,198,"C",1556.3
30,0,184.4,82.3,25.3,55,226,"B",1636
21,0,180.2,91,10.2,50,202,"D",1754.3
25,1,163,67.9,26.2,41,175,"D",1482.7
22,0,169.1,59.08,15.1,41,246,"D",1423.1
57,0,165.9,65,11.9,43,162,"B",1309.7
44,1,172,70.3,22.2,34,148,"B",1432.7
25,0,174.4,67.6,24.7,41,231,"C",1500.4
58,0,171.3,74.2,18.8,40,177,"B",1403.1
23,0,177.6,65.8,12.1,62,228,"B",1498.3
28,0,167.2,64.5,13.4,51,232,"B",1443.6
64,1,157.4,52.3,22.4,31,143,"A",1139.6
49,1,161.2,54.6,15.2,37,130,"D",1239
58,0,171.6,71.5,18,21,198,"D",1377.7
43,0,180.7,80.1,-0.7,50,214,"D",1547.1
23,0,180,84,11.8,50,211,"D",1677.3
31,0,179.3,82,3.6,62,246,"D",1619.2
26,1,159.2,45.4,14.5,16,175,"D",1255.2
33,1,151.2,47.1,24.6,38,159,"A",1224.2
43,1,164.2,55.2,20,53,193,"A",1278.4
37,0,175,76.7,11.6,34,176,"C",1532.4
30,0,172.9,64,18,58,237,"A",1439.6
21,0,180.8,76.2,16.8,52,218,"B",1613.3
31,0,177.7,106.4,-10,43,201,"D",1850.6
40,0,173.2,67.7,18.2,57,218,"B",1428.7
60,1,152.4,53.6,21.9,14,125,"C",1161.9
40,1,162.1,52.7,18.3,36,145,"B",1264.7
60,0,165.4,69.2,17.4,10,159,"D",1335
49,0,172.2,73.2,22.8,28,188,"D",1437.4
39,1,156.4,52.4,19.5,28,173,"C",1256.3
24,0,176.3,73,21.1,59,256,"A",1560.3
24,0,177.2,75.4,25.9,56,252,"A",1585
61,1,152.4,61.4,23.8,0,102,"D",1232.1
25,0,175.9,69.02,15.9,54,222,"A",1516.7
41,1,162.6,55,21.8,26,163,"B",1283
63,1,151.6,58,21.4,0,84,"D",1188.6
24,0,179.5,75.4,17,64,248,"B",1589.1
21,0,164.5,58.2,-7.5,25,180,"D",1411.1
21,0,178,69.8,9.3,64,271,"C",1546.8
48,0,170.4,74.8,6.1,51,197,"C",1454.2
49,1,158.4,56.68,22.5,6,138,"D",1253.9
49,0,173.3,81.7,18.5,33,164,"D",1521
55,1,153.4,63.2,2.6,6,117,"D",1279.3
64,1,155,50,20.3,20,142,"A",1113.2
21,0,169.5,76.1,20.9,55,260,"A",1592
21,1,158.6,55.9,10.2,42,166,"C",1378.4
48,0,170.9,62.2,18.7,50,208,"B",1334.1
32,1,163,51.6,26.2,40,191,"B",1293.4
26,0,177,83.6,24,49,209,"B",1654
28,0,177.2,83.5,-13.5,54,203,"D",1644
47,1,169.3,51.9,12.7,30,133,"C",1237.1
23,1,158.6,56.7,21.6,20,138,"D",1376.7
31,0,177.9,83.6,10.1,61,235,"C",1632.1
21,0,171.2,62,19,24,245,"D",1459.7
55,1,158.4,55.7,20.1,14,140,"C",1216.3
41,1,157.7,73.5,10.1,8,106,"D",1451.8
26,1,164.2,50.9,16.2,36,167,"B",1317
26,0,178.7,64.7,3,30,132,"D",1475.6
47,0,172.8,72,19.3,45,227,"A",1436.3
22,0,162.7,65.7,11.4,56,210,"C",1475.2
45,0,163.5,88.4,-1.2,15,188,"D",1586.4
61,0,160.7,67.5,13.7,37,187,"A",1305.6
34,0,172.8,69.28,19,42,217,"B",1471.3
58,0,177.3,72.2,11.2,29,154,"D",1394.7
21,1,155,51,15.1,30,174,"C",1324.9
55,1,161.4,48.9,13.5,31,139,"C",1156.5
31,0,171.7,70.9,16.4,38,188,"C",1499
38,0,172.4,98.9,1.7,31,152,"D",1736.2
30,0,172.3,78.3,-2.6,37,162,"D",1575.8
31,0,183.8,84.9,15.5,50,221,"A",1655.2
24,1,164.8,51.5,17.3,45,174,"B",1333.2
60,0,169.2,77.5,9.8,51,175,"B",1421.6
22,0,179.5,73.3,7.7,43,210,"C",1578.4
29,0,175.4,74.4,23.5,48,245,"B",1548.7
23,0,174.4,71.5,18.1,53,204,"C",1547.2
25,0,174,75,15.5,44,202,"C",1570.7
43,1,157.3,55.2,23,22,150,"C",1266
23,0,160,65.3,-3.4,29,164,"D",1461.8
28,1,160.8,66.74,15.8,28,140,"D",1453.5
49,1,158.1,49.2,20.8,33,175,"A",1181.6
44,1,159.9,52.7,14.8,38,108,"C",1241.9
45,0,184.3,88.3,17.9,32,205,"D",1622.9
47,0,174.4,86.5,-0.4,30,206,"D",1578.4
64,1,157.4,55.1,14.6,11,113,"C",1166.5
26,0,174.7,90.1,25,66,230,"A",1712.2
42,0,169.5,77.5,11.2,37,191,"C",1506.7
44,0,169.5,66.48,8.9,36,202,"C",1391.5
23,1,166.8,61.6,14.5,20,167,"D",1438.5
39,0,171,75.5,14.6,43,205,"B",1504.3
41,0,166.2,58.8,12.3,32,144,"C",1325.9
27,0,176.1,75.4,19.2,61,236,"A",1568.9
59,0,169.5,68.8,7.4,30,155,"C",1343.3
52,0,165.9,71.8,5.6,37,173,"C",1398.5
25,1,164,62.6,11.1,30,151,"C",1433.7
42,0,171,72.2,9.5,24,181,"D",1458.5
45,1,162,58.1,28.4,26,157,"B",1292.9
45,0,169.3,74,12.7,38,204,"B",1458.6
44,0,172,79.3,11.4,48,192,"B",1519.1
54,0,174.5,73.7,16.8,45,165,"C",1422.8
60,0,180.5,64.9,16.6,31,210,"A",1320.9
34,1,155.8,44.5,21.3,35,162,"A",1202.8
21,0,177.8,63.1,19,58,258,"B",1482.1
23,1,167.5,52.4,12.8,19,148,"D",1351.4
40,0,176.7,73,6.2,35,222,"D",1485.9
30,0,180.4,74.3,18,36,240,"C",1552
38,0,171.1,69.2,9.5,43,220,"B",1448.7
40,1,165.4,64.2,19.8,32,167,"D",1381
23,0,181.4,102,16.1,38,252,"D",1852.6
30,0,170,74.74,15,55,204,"A",1537.5
28,0,173.9,80.1,18.1,61,245,"B",1605.4
27,0,181.6,83.1,5.5,53,224,"C",1652.7
39,0,169.4,74.3,16.9,57,234,"A",1489.9
37,0,184.8,89.4,24.3,58,241,"A",1672
29,1,165.8,57.9,24.8,52,203,"B",1373
21,0,187.4,104.9,5,38,222,"D",1900.7
22,1,165.8,48.1,20.7,35,153,"B",1311.8
58,1,155.9,50.9,29.1,17,90,"C",1151.7
29,0,179.6,87.8,17.6,45,220,"B",1684.9
32,0,180.2,58.44,22.9,38,196,"D",1390
27,0,175.1,82.7,19.2,62,240,"C",1637.2
53,1,161.1,70.5,22.6,9,148,"D",1372.7
61,1,154.9,56.3,25.3,30,137,"A",1187.6
56,1,152,49.3,12.9,15,117,"C",1138.7
28,0,182.8,85,8.5,45,210,"D",1668.4
28,0,173.5,82.44,19.9,46,205,"C",1627.1
23,1,160.2,56.8,28.2,48,199,"A",1380.5
26,0,179.5,97.6,-13.6,32,183,"D",1792.9
26,1,160.1,56.3,26.4,48,128,"B",1361.5
21,1,161.9,49,21,31,120,"C",1318.1
41,1,166.5,56.5,35.2,32,174,"A",1304.4
63,0,175.2,76.4,11.2,37,192,"C",1407.7
43,0,173,83.1,7.4,41,207,"D",1562.1
36,0,176.4,79.3,18.5,51,221,"D",1564.6
27,0,172.5,63.6,13.6,45,256,"B",1449.2
58,0,174.9,79.2,11.5,53,212,"B",1457.5
22,0,171.3,67,6.6,48,217,"C",1503.1
23,1,161.7,52.2,19.4,47,195,"B",1339.1
56,0,176.3,66.5,17.6,50,218,"A",1347.5
61,1,157,54.9,12.2,17,115,"C",1177.9
63,0,170.7,76.84,9.6,30,151,"C",1403.8
22,0,183.8,66.4,21.8,52,229,"B",1519.9
60,1,152.6,52.8,20.4,10,123,"C",1154.6
64,1,154.4,49.5,15.6,21,155,"C",1107.3
23,0,170.7,68.08,1.6,44,208,"D",1507.7
25,0,176,74.8,20.5,45,240,"B",1572.4
33,1,161.9,54.1,17.8,44,152,"B",1310.7
25,0,173.8,83.6,28.6,53,242,"A",1652.9
61,0,170.5,71.3,10.4,36,176,"C",1359.7
23,0,169.9,61.6,19.7,44,190,"C",1444.1
31,1,165,54.7,-1.1,32,137,"D",1331.4
39,0,177.3,66.8,15.2,54,220,"A",1432.1
61,0,165.2,73.7,8.7,25,151,"B",1373.2
45,0,171.4,71.3,13.9,40,231,"B",1436.5
32,0,179.4,80.7,12.7,47,224,"C",1602.2
62,0,161.3,55.1,17.2,25,193,"B",1182.9
27,0,182.8,96.3,9.2,30,180,"D",1781.6
43,1,165.2,55.6,12.7,35,165,"C",1284
49,0,178,78.7,19,41,232,"C",1500.6
60,0,166.6,62.1,14.6,31,186,"A",1269
32,0,168.8,62.7,14.9,39,230,"C",1410.4
29,0,182.3,85.5,12.2,43,254,"D",1667.6
23,0,180.9,77.1,10,43,224,"C",1612.7
22,0,180.2,92.2,21.5,64,250,"A",1761.1
21,0,165,61.4,8,59,215,"C",1442.7
29,0,171,68.6,34.6,60,246,"C",1485.1
57,0,174.3,80.4,23.9,29,175,"B",1472.7
46,1,164.3,71.2,10.5,21,156,"D",1418.1
24,0,182.1,92.8,9,50,217,"D",1760.9
54,0,166.2,63.2,13,53,192,"B",1307.1
61,0,164.6,70.4,11.5,26,160,"C",1340.4
63,0,171.2,76.8,8.7,30,168,"D",1404.3
38,1,151.3,46.6,19.3,38,160,"C",1196.1
54,1,155.8,65.06,15.3,23,151,"D",1306.2
64,0,170.9,64.3,3.8,31,180,"C",1279.1
21,1,168.9,55.3,17.2,45,183,"B",1391.2
21,0,175.1,63.9,10,51,195,"C",1484.9
22,0,175.5,64.5,19.1,45,237,"C",1486.7
40,0,174.1,71.1,22.9,65,253,"A",1462.9
21,1,162.5,49.5,18.4,22,135,"D",1324
60,0,163.2,68.94,11.2,27,165,"C",1328.6
56,0,175.2,79.3,15.5,30,205,"C",1468.4
29,1,167.8,72.9,20.2,41,191,"B",1520.6
31,1,161.2,53.8,31.2,44,218,"A",1315.9
64,0,171.5,72.8,11.8,41,190,"B",1361.8
62,1,158.6,54.6,24.5,19,124,"A",1173.2
24,0,177.1,79.5,17.9,57,233,"C",1624.2
36,0,176,89.8,13.2,44,213,"C",1664.7
43,1,159.6,58.1,19.8,30,151,"B",1297.9
22,0,181.9,78,16.4,60,262,"A",1627.8
35,0,181.3,78.6,21.5,39,235,"C",1571.4
53,1,171.8,65.2,30,51,152,"A",1341.1
60,1,156.5,50.54,22,13,135,"C",1139.9
25,1,168.2,61,20.9,46,165,"A",1425.9
21,1,160.4,53.8,20.1,45,174,"A",1361.5
32,1,162.3,50.8,18.8,52,163,"A",1284.4
24,0,175.8,81.8,6,43,209,"D",1643.9
61,1,153.7,59,18.6,12,121,"B",1211.4
62,1,149.1,57,22.6,18,134,"B",1179.2
21,1,160.6,62.9,13.9,44,180,"C",1449.2
29,1,153.6,46.2,24.3,41,163,"A",1238.7
22,0,175.4,61.7,14.9,48,242,"B",1459.6
22,0,171.7,77.2,17,64,240,"B",1601.8
42,0,169.3,74.72,11.7,44,198,"B",1479.7
49,1,149.8,42.6,14,23,150,"C",1103.3
53,1,162.7,64.2,13,23,140,"C",1315.1
52,1,149.4,53.3,22.7,15,111,"C",1191.2
22,0,182.9,70.5,11.3,48,232,"B",1557.6
21,0,180.2,80.3,10.4,53,239,"C",1651.5
25,1,162.1,73.6,14,41,168,"B",1535.8
46,0,162.8,78.2,21.4,27,206,"D",1482.6
24,0,174.1,90.7,11.1,27,194,"D",1726.3
26,0,177.4,78.7,14.5,54,216,"B",1607.6
59,0,175.6,79.7,15.2,31,191,"C",1458.9
62,0,171,70.1,10,49,176,"B",1344.4
35,1,158.9,52.4,18.5,49,175,"B",1279.6
41,1,161,54.5,12.2,20,148,"C",1275.3
55,1,156.4,51.6,16.8,20,143,"D",1173.4
21,1,160.2,56.3,5.4,20,142,"D",1385.1
56,0,169.6,67.6,19.7,37,190,"A",1346
23,0,179,87.4,12.4,50,211,"D",1708.1
23,0,181.7,91,4.3,51,219,"D",1747.6
27,0,177.3,77.08,10.7,59,189,"B",1587.2
36,0,182.4,89.3,10,35,218,"C",1671.4
54,0,174.5,72.4,5.2,22,184,"D",1410.3
40,0,178.6,71.4,20,45,232,"A",1473.9
41,1,161.8,57.6,18.6,33,159,"B",1306.5
28,0,177.2,73.6,8.3,42,210,"C",1548.9
30,1,157.7,54.3,15.2,41,157,"B",1319.1
64,0,170.8,71.2,10.4,50,194,"B",1345.2
60,0,167.8,69.3,13.7,37,189,"A",1340.3
25,0,181.1,78.5,19.5,65,188,"C",1617.1
28,0,177,79.9,11.5,39,244,"C",1609
38,0,177.4,81.6,16.5,51,232,"C",1579.1
62,0,176.1,64.76,14.4,32,174,"A",1302.3
48,1,158.8,66.1,20.6,13,142,"D",1349.8
31,0,172.5,83.4,4.7,50,201,"C",1620.4
46,0,173.2,74,12.2,44,193,"C",1461
51,0,173.8,68.7,11.2,38,223,"B",1387.7
50,0,182.3,80.3,17.9,34,199,"B",1519
35,0,163,59.3,33.1,45,243,"A",1353.2
30,1,161.8,59.4,24.6,43,164,"A",1375.5
25,0,174.5,67.5,5.1,47,230,"D",1499.6
47,1,156.3,48.6,18.8,43,141,"B",1182
23,1,163.8,52.7,26,27,156,"C",1347.7
61,0,174.5,81,10.2,42,168,"B",1460
21,1,162,50.8,24.6,50,211,"A",1335.6
30,1,167,52.9,15.4,33,168,"B",1322.4
27,0,172.8,70.2,23.8,52,222,"A",1513.1
24,1,161.1,52.6,26.2,57,178,"A",1337.1
39,0,172.7,78.2,12.4,33,219,"C",1533.3
25,0,172.4,67.3,16.9,58,245,"A",1493.9
40,0,167.9,62.9,16.7,33,216,"D",1373.1
59,0,161.1,68.6,17.5,30,174,"D",1326.2
22,1,165.6,52.58,20.9,42,178,"A",1354.4
55,0,170,79.9,21.1,30,172,"D",1469.5
40,0,178.5,70.6,14.8,62,234,"A",1466.1
54,1,160.4,54.2,16.4,28,134,"B",1210.2
24,1,158,49.6,26.9,48,176,"A",1302.8
32,0,170.3,93.5,10.6,38,189,"D",1708.7
35,0,175.5,74.5,20.9,52,225,"A",1521.6
21,0,167.9,61.5,16.3,60,256,"B",1448.9
46,0,177.1,79.2,16.2,38,213,"B",1517.9
49,1,160.8,59.7,13.7,30,129,"C",1287.3
26,1,158.9,52.1,15.4,37,173,"B",1319
64,1,152.2,55.1,18.1,25,115,"B",1157.1
25,0,176,68,21.1,75,265,"A",1507.1
53,0,169.1,74.3,20.1,32,178,"C",1423.6
37,0,177.7,83.4,-2.9,48,226,"D",1601.6
55,1,154.6,60.4,6.2,9,95,"D",1254.6
63,1,153.2,53,13.6,30,127,"C",1143.5
60,0,156.9,63.2,21,32,172,"A",1262.1
23,1,159.5,55.9,20,24,156,"C",1370.6
30,0,176.5,85.9,28.5,60,231,"A",1656.3
62,0,181.7,81.7,18.3,26,204,"C",1475
21,1,164.5,66.7,16,36,162,"B",1492.7
60,0,165.6,70.3,14.3,32,191,"A",1346
36,1,157.8,57.5,23,42,160,"B",1321.8
28,1,157.9,52.3,19.4,57,155,"B",1309.7
23,1,155.5,48.46,18.4,38,165,"B",1292
30,0,168.9,74,17.7,45,198,"D",1528.4
26,0,176.2,83.6,5.9,43,206,"C",1652.5
26,0,173.9,85.1,9,57,200,"D",1662.8
22,1,164.6,71,15.6,37,174,"B",1529.5
40,0,178.5,80.1,28.8,70,235,"A",1557.3
31,0,178.3,68.9,14.6,46,205,"B",1491.7
46,0,174.5,65.3,17.3,49,243,"A",1379.8
31,0,165.6,60.8,13.6,52,229,"B",1391.1
23,0,172.7,61.8,12.7,63,220,"B",1451
41,1,148.6,45.7,12.3,23,155,"C",1168.5
23,0,173,63.7,21.3,44,245,"C",1469.8
61,1,158.9,59.2,12.6,18,112,"D",1222.6
23,0,177.6,74.6,14.2,44,211,"D",1582.7
42,0,162,60.38,17.2,33,192,"C",1328.8
39,0,174.5,66,9.2,44,222,"C",1419.4
44,0,179.3,69.2,-20,23,220,"D",1435.3
21,1,158.4,46.4,23,41,154,"C",1286.9
22,0,174.1,70,27.8,57,237,"A",1537
52,0,173.4,81.2,-2.3,29,173,"D",1502.2
38,1,172.1,57.5,30.4,32,162,"A",1338.2
23,0,179.3,82.3,18.7,53,257,"B",1659.7
25,0,183.9,98.4,20.5,45,203,"B",1813.2
38,1,159.7,57.8,1,30,126,"D",1318.7
37,0,181.1,67.8,15.9,43,231,"B",1458
23,0,168.9,66.96,8.2,45,201,"C",1493.7
38,0,172.3,80.4,15.6,43,226,"B",1558.4
21,1,161.2,49.8,17.9,39,169,"B",1324.5
23,1,164.4,64.3,23.4,43,199,"A",1460.1
47,1,158,55.6,22.9,52,191,"A",1252.3
34,0,181.4,88.9,10.2,47,227,"C",1675.2
30,0,173,74.12,5.9,45,200,"C",1537
46,0,175.9,83.1,8.4,46,201,"C",1553.2
46,0,155,59.8,7,3,132,"D",1291.9
41,0,170.5,69.7,18.6,38,187,"B",1438.3
61,0,176.4,70.18,5.6,26,152,"C",1359.5
36,0,176,67.5,2.6,44,197,"D",1450.6
27,1,158.8,47.7,14,21,144,"D",1271.9
55,1,165.7,65.8,12.8,39,115,"C",1326.4
64,1,156.4,47.6,22.9,28,125,"A",1092.7
28,0,171.7,65.98,5.5,46,228,"C",1465.9
50,0,182.4,77.2,14.6,62,201,"B",1489.4
23,1,166.1,64.9,25.6,45,196,"B",1468.9
29,0,181.2,100.8,10.6,50,242,"D",1812.5
32,0,170,71.6,20.5,41,183,"C",1498
31,0,175.2,73.9,21,52,225,"A",1534.1
36,0,176.8,106.6,13.9,25,160,"D",1827.4
46,0,169.7,62.6,10.3,36,210,"B",1345.2
37,0,173.9,78.2,11.9,46,211,"C",1544.8
54,1,150.5,52.3,25.3,24,122,"A",1174.2
58,1,158.8,60.3,23.4,30,150,"A",1247.1
21,1,162.2,59.8,20.6,44,192,"A",1422.3
28,0,163.6,62.4,18.8,67,247,"A",1416.9
28,0,177.4,87,21.2,48,225,"C",1677.9
28,0,176.5,87.2,13.9,57,218,"B",1678.2
21,1,153.5,52.7,-3,19,114,"D",1338.5
58,1,154.2,52.98,21.9,37,153,"A",1168.6
25,0,175,72,20,62,221,"A",1543.7
62,0,161,66.5,9.1,34,177,"B",1291.8
21,1,165.9,48.5,27.5,44,173,"B",1320.5
37,0,175.4,79.3,10,39,229,"D",1558.1
28,0,175.8,65.08,16.7,59,231,"A",1464.6
23,1,161.5,62.9,14.3,37,153,"C",1441.4
29,0,173.5,60.6,22.2,55,247,"A",1412.8
42,0,180,75.4,19.3,37,217,"C",1505.4
52,0,177.4,75.5,4,27,178,"D",1454.7
26,0,174.5,73.5,11.2,38,210,"C",1552.5
26,1,158.3,59.3,24.4,46,187,"A",1387
61,1,153.4,52,18.7,17,118,"C",1143.6
29,1,160.7,53.8,23.5,36,138,"C",1324.4
53,0,167.8,75.3,13.8,33,201,"D",1430.8
31,1,167.4,74.3,26,23,120,"D",1523.9
60,0,170.8,71.1,13.3,50,182,"A",1363
24,0,179.5,78.5,12.5,47,242,"C",1618.9
25,0,171.4,74.5,15.3,42,140,"C",1561.2
35,0,171,66.6,20.1,45,245,"A",1437.7
64,0,164.5,69.1,0.2,21,173,"D",1313.7
37,0,172.2,81.1,12.6,34,204,"C",1569.6
47,0,161.8,58.92,6.7,53,194,"C",1291
26,0,177.4,70.6,16.8,53,226,"B",1529.9
57,1,148.1,35.9,24.2,30,132,"A",998.3
61,0,169.2,86.3,13.6,27,158,"D",1501.3
25,0,177.2,71.4,14.2,48,239,"B",1541.9
27,0,169,83,15.8,36,223,"D",1629.1
28,0,176.4,83.1,-0.3,37,186,"D",1638.7
44,0,175.1,63.4,19.9,43,214,"B",1372
23,0,177.1,74.2,23.4,57,213,"B",1578
42,1,154.2,51.6,17.5,24,153,"C",1230.5
55,0,173,77.8,14.2,40,205,"C",1454.8
64,0,170.3,77.7,12.5,38,223,"A",1406.7
26,0,172.8,71.3,20,47,188,"D",1528.3
32,0,175.2,84.3,14.3,53,228,"B",1629.2
64,1,169,63.7,22,27,140,"A",1269.9
54,1,159.2,53.5,21.9,35,154,"A",1201.4
63,0,172.9,68.2,7.6,32,184,"B",1324.8
59,0,165.9,64.2,12.6,51,186,"B",1292.6
26,1,158.4,54.7,20.4,36,184,"B",1343
22,0,174,80.2,26.6,61,237,"A",1634.7
57,1,163,56,28,25,124,"B",1218.1
49,1,161.5,56.2,17,14,119,"D",1254.9
60,1,147.5,53.1,14.9,19,118,"C",1148.3
31,0,172.3,76,18.8,52,202,"C",1549
30,0,169.5,68.7,15.1,68,230,"B",1478.6
34,0,164.4,67.3,10.6,41,216,"B",1437.2
45,0,174.8,77.1,-7.4,29,177,"D",1498.3
63,1,155.3,64.8,14,12,73,"D",1260.5
48,1,154.3,60.4,13.2,21,130,"D",1287
49,0,164.5,67.44,14.6,30,179,"C",1368.2
56,0,176.9,72.3,15.4,40,220,"B",1404.3
49,1,156,53.1,32.4,40,183,"A",1215.3
22,1,161,53.3,20,55,199,"A",1353.1
32,0,178.7,70,22,57,236,"A",1498.3
25,0,180,67.2,16.7,62,239,"A",1506.6
39,0,177.7,68.6,2.8,44,240,"D",1450.1
62,0,166.2,75,21.9,35,181,"B",1382.8
28,0,180.6,66.6,4.4,53,236,"D",1487.8
36,1,156.6,61,18.6,26,138,"C",1353.3
54,0,173.9,75.2,2.1,39,185,"D",1436.1
58,1,160.7,58,13,17,119,"C",1228.5
22,0,178.4,81.9,1.3,61,215,"D",1659
42,0,169.9,72.3,28.3,62,225,"A",1457.5
22,0,171.1,67.7,32,55,215,"C",1509.5
31,0,170.1,77.5,12.3,52,232,"D",1559.5
47,0,169,78.3,37,37,197,"C",1490
24,1,150.7,52.46,19.8,31,171,"B",1317.1
64,1,156.7,60.2,16.5,7,118,"C",1214.2
24,1,163.5,68.1,12.8,42,152,"D",1490.3
51,0,171.3,74.1,7.7,45,211,"C",1435
29,1,163.2,56,23.2,35,142,"B",1350.1
62,0,167.9,70.3,18.6,44,195,"A",1340.7
52,0,162.9,63.7,16.4,40,204,"B",1315.3
60,0,170.3,75.18,2.9,26,170,"D",1401.3
24,1,162.6,58,25,39,172,"A",1391.7
27,0,180.7,81.1,11.4,40,199,"C",1631.9
28,1,164.9,52.2,8,43,180,"D",1321.3
27,0,175,65.3,15.3,60,205,"A",1470
59,0,172,73.1,5.8,36,165,"C",1389.1
38,0,178.7,88.2,22,49,220,"B",1644.8
29,0,166.2,82.3,21.7,49,212,"C",1607.9
46,1,164,59.14,13.1,20,155,"C",1301.7
28,1,162,62.6,23.4,37,192,"A",1416
23,0,170.5,60.4,14.2,43,232,"C",1433.6
33,0,177.9,85.88,15.5,48,212,"B",1644.6
38,0,178.3,76.1,17.8,55,200,"B",1527.9
52,0,161.7,64.5,20.7,36,204,"B",1320.9
25,1,159.5,54.8,20,46,164,"A",1350.7
38,0,178,68.7,20.1,46,230,"A",1456.3
21,1,162.5,58.1,23.5,53,180,"A",1406.6
26,1,158.9,46.8,19.7,51,189,"A",1268.1
62,1,153.5,52.2,14.1,0,88,"D",1141
24,0,174,70.7,18.5,57,235,"A",1534.1
47,1,162.8,65.8,26.1,21,133,"C",1358.8
21,0,179.1,64,8.3,49,254,"C",1493.1
30,0,182.7,75.4,16.4,49,263,"A",1566.7
22,1,165,51.8,20.4,44,172,"A",1345.9
21,0,180.6,86.5,9.2,41,227,"D",1711.8
58,1,161.6,53.5,20,20,120,"A",1186.9
64,1,156,49.1,3,10,110,"D",1106.4
29,0,178.6,73.6,20.1,32,211,"D",1546.7
59,1,162,50.84,21.9,23,157,"A",1157.4
46,0,174.5,67.5,15,40,227,"B",1400.9
22,0,179.2,64.5,3.6,56,178,"D",1493.4
23,0,167.9,66.1,25.9,59,259,"A",1483.7
37,1,170.7,57.5,19.7,44,178,"A",1340.4
60,1,161.9,55,12,9,137,"C",1192.4
24,0,175.3,73.3,17.9,61,232,"B",1561.4
28,0,164.5,66.8,25.3,47,227,"B",1460.8
59,0,174,63.3,11.2,36,194,"B",1298.6
21,1,163.8,66,20.2,31,152,"D",1484.7
39,0,180.3,79.9,13.5,44,234,"B",1563.3
47,0,177.3,80.3,14.8,33,161,"C",1524.1
39,1,147.3,50.7,16.8,35,129,"C",1223.6
26,1,168.4,54.3,23.9,40,167,"A",1357.2
64,1,150.6,57.8,14.5,0,96,"D",1180.2
27,0,178.7,78.82,-8.9,47,202,"D",1606.4
26,0,168.4,75.7,9.2,46,167,"D",1562.6
29,1,168.1,55.9,19,47,159,"A",1357.9
29,0,171.8,72,-8.4,35,210,"D",1519.1
28,0,172.1,67,13.7,50,215,"B",1476.4
51,0,164.6,62.1,20.5,51,215,"A",1307.7
43,0,168.9,76.2,12.8,34,201,"C",1488.4
21,0,176.2,70.9,8,48,245,"C",1554.1
23,1,167.1,58.8,19.8,45,166,"A",1412.2
21,0,173.1,80.1,19.2,59,237,"B",1636.8
58,1,151.8,59,9.9,9,106,"D",1222
27,0,173.6,75.9,-0.7,48,183,"D",1569.2
51,0,171,77.52,25,30,198,"C",1467.3
38,0,174.5,89.7,6,43,200,"D",1651.6
21,1,166.6,51.8,20.7,60,202,"A",1353.5
26,0,175.7,77.7,14.9,60,233,"C",1595
23,0,179.3,76.4,-11.6,50,216,"D",1603.1
55,1,156.8,52.6,24.35,29,122,"B",1183.7
37,0,184.8,84.4,18.4,41,278,"C",1624
29,1,151.8,46.3,8.2,29,138,"D",1236.4
31,0,175.5,87.08,12.3,39,193,"D",1661.2
44,0,178.2,101.2,1.4,38,211,"D",1740.5
64,0,173.9,62.5,12.5,43,170,"A",1267.2
24,1,159.2,49.3,26.3,48,192,"A",1302
26,1,157.7,51.4,19.5,49,171,"A",1310.1
37,1,159.7,53.3,32.7,34,141,"C",1280.2
35,1,174.7,70.6,11,28,167,"C",1482.7
51,1,156.4,63,15.4,25,144,"D",1301.6
22,0,180.3,75.14,7.6,55,242,"C",1597.5
26,0,169.2,66.8,16,54,225,"A",1478.6
28,1,153.6,55.5,17.7,45,172,"B",1332.7
52,1,169,73.9,12.5,5,128,"D",1424.2
40,1,151.9,58.3,13.8,19,131,"C",1300.1
40,0,179.4,84.1,4.7,52,234,"D",1597.3
29,0,165,86,3.5,51,203,"D",1641.3
64,0,168.5,66.5,17.5,38,160,"C",1295.9
50,0,163,58.3,15.4,38,203,"A",1273.1
27,0,168.3,71.5,8.4,38,229,"C",1517.4
39,0,175.8,76.2,-3.2,46,228,"D",1519.7
62,0,165.6,62.6,14.4,26,168,"B",1262.6
24,0,172.7,70.6,18.5,45,218,"C",1530.8
46,0,172.2,71.1,7,38,223,"C",1431.3
21,1,162.6,64.3,9.5,47,161,"D",1466.3
61,1,150.2,47.5,22,23,130,"A",1094.7
28,0,171.1,67.4,18.8,46,250,"B",1478.4
21,0,181.8,72.2,11.8,59,240,"B",1576.7
63,0,176,62.2,2.4,28,193,"C",1272.8
60,1,158.6,54.3,20.4,30,148,"A",1179.8
59,1,157.7,61.1,14.7,0,127,"D",1248.1
59,1,154.5,56.8,6.9,10,131,"D",1201.1
36,0,169.5,70.4,1.6,4,180,"D",1466.7
26,1,156.3,45.9,10.4,26,105,"C",1254.8
63,0,158.6,64.9,8.8,25,149,"B",1267.4
63,0,171.1,68.3,22.3,31,212,"B",1322.6
